name = model_decor_sparse_t_reg_26, n_topics = 2000, n_doc_passes = 5, seed_value = 100, n_iterations = 15, n_top_tokens = 15, p_threshold = 0.25
sparse_theta_regularizer, tau = 0.1
decorrelator_phi_regularizer, tau = 100
last_perplexity_score = 449.789538458
last_sparsity_phi_score = 0.889678967528
last_sparsity_theta_score = 0.0
last_topic_kernel_avgsize = 5.6895
last_topic_kernel_purity = 0.406288950802
last_topic_kernel_contrast = 0.43322699481
perplexity_score = [17381.549243901325, 4361.011323267947, 4780.770594285123, 3887.7493084543785, 3582.1555140878845, 2049.9491312908062, 1344.6393146808173, 935.3705989412928, 742.7150716615478, 638.3155967432283, 571.8695286479468, 524.1918964127484, 491.96160910552857, 467.12317571078967, 449.78953845801266]
sparsity_phi_score = [0.0, 0.001811256574434027, 0.001811256574434027, 0.0035447633203750284, 0.006472558884061285, 0.013717670935284702, 0.023775383032243313, 0.03652532586325177, 0.060367710953578776, 0.12927729819345987, 0.31523479304825064, 0.5164976274868511, 0.7021215984450034, 0.8221531271438371, 0.8896789675280128]
sparsity_theta_score = [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
topic_kernel_avgsize = [0.0, 0.0, 0.0005, 0.047, 1.001, 2.4665, 3.984, 4.725, 4.9355, 4.9535, 5.151, 5.2535, 5.414, 5.5625, 5.6895]
topic_kernel_purity = [0.0, 0.0, 0.00015648090839385985, 0.001140791954647284, 0.009903336851733911, 0.02782988910783024, 0.048928952575297446, 0.06871617414323555, 0.08874759825355431, 0.10703843402160601, 0.13174488112321298, 0.1762471349809432, 0.24360031559494383, 0.32942054162568457, 0.40628895080187793]
topic_kernel_contrast = [0.0, 0.0, 0.00019076119185820723, 0.004144167027441683, 0.03156790933157876, 0.07503681186903463, 0.1199336884460348, 0.15385152519197262, 0.18618613782575058, 0.2150106932067513, 0.24189950845562425, 0.27757127468078174, 0.32066032545614903, 0.3801227993173031, 0.43322699480956156]
topic_0: ухудшение престиж британия важный_часть работоспособность звёздочка внешний_фактор произношение неспособность материальный_ресурс осанка отличительный_признак приток разный_задача дегенерация
topic_1672: культурология культурный_сообщество подросток популярный_культура кинотеатр исполнитель множественный_число свобода_выбор разный_культура академик кино любознательность обстоятельство любитель обыватель
topic_1673: манипуляция фокус_исследование выписка интересный_история транзит аэропорт намерение советский_правительство медицинский_цель ближний_перспектива важный_источник нужный_место ложь булла событие_прошлое
topic_1674: дюркгейм социология маркс письмо классик вебер жанр солидарность меньшинство конт интервью тенденция переписка мультикультурализм капитал
topic_1675: машина искусственный_интеллект марвин_минск подход ия минск создание робот искусственный_нейронный_сеть область_искусственный_интеллект основа понимание нейронный_сеть зима механизм
topic_1676: владение_язык бесплодие склонение форма_множественный_число словообразование профессиональный_подготовка философский_знание этнический_идентичность область_лингвистика новый_вызов японский_язык теломераза эскалатор восточный_европа разный_жанр
topic_1677: генетик генетика разнообразие геном метаболизм системный_биология новое_технология экспрессия_ген выживаемость биолог генетический_разнообразие конкретный_ген окраска млекопитающее потомство
topic_1678: реж подборка старик мотив главный_героиня драма молодой друг_друг тв эпизод первопроходец голливуд отчаяние отказ томас
topic_1679: скелет черепаха пластинка зуб камень хищник раковина панцирь кристалл рак атмосфера моллюск эра ми древний_китай
topic_1680: мозг восприятие сообщение лицо женщина предсказание рак_грудь сведение ощущение рис убеждение орган_чувство комната сигнал буква
topic_1681: продукт еда отход пища грязь дуглас париж запад супермаркет порядок чистота угроза разложение мясо полка
topic_1682: музей посетитель кунсткамера коллекция интерактивность археолог галерея экспозиция карточка эпоха зал линия путешественник руина дорога
topic_1683: детский_дом консультирование волков способ_решение теломераза группа_пациент количество_клетка тарантино синус зона_проводимость евклидов_геометрия папа_григорий прогрессия наркомания страховой_компания
topic_1684: снг афонец новый_норма экспертный_сообщество отскок основный_тенденция еврозона европейский_союз мировой_экономика южный_корея рецессия игнорирование актив общий_вывод владивосток
topic_1685: рентгеновский_диапазон новый_звезда результат_слияние ядерный_оружие история_взаимоотношение разный_длина_волна поверхность_нейтронный_звезда аккреции кеплер передел сотая двойной_система классический_физик белые_карлик гравитационный_волна
topic_1686: горячее_большой_взрыв лавина антенна ранний_эпоха реликтовый_излучение квантование энтомолог свойство_частица известный_книга возраст_звезда темп_расширение_вселенная миллион_светов теория_инфляция температура_реликтовый_излучение синус
topic_1687: оператор объяснительный_модель аксиоматика научный_дисциплина устройство_вселенная невооружённый_взгляд большой_интерес афоризм замечательный_свойство социологический_теория классический_модель открытый_имя картер использование_язык здравый_смысл
topic_1688: питательный_вещество грызун болезнь_паркинсон болезнь_альцгеймер причина_развитие ёж нейротоксин отряд зуб грызунов примат ненадобность содержимый_большой_количество зародыш когнитивный_функция
topic_1689: очаг казаков исторический_период казак мироздание неживой_природа физик_элементарный_частица расстояние_порядок археологический_материал классический_физика физический_теория ключевой_понятие раздел_физика распад_частица нижний_часть
topic_1690: теломераза принцип_равенство папа_григорий афина имянаречение человечность жеребец примета чечня возраст_звезда священный_римский_империя укус штраус тёща англоязычный_литература
topic_1691: предел электроника квантование порядок переключение полупроводниковый_электроника колечко компьютер магнитный_поток кольцо волна дата уменьшение поток единица
topic_1692: симметрия частица преобразование кварк физика_элементарный_частица слабый_взаимодействие физика_частица бутылка положение бозон сильный_взаимодействие закон_сохранение поль лептон потенциал
topic_1693: плотность скорость_свет геометрия ранний_вселенная тёмный_энергия гравитация радиус высокий_точность плотность_вода кривизна_пространство заряд большой_длина расстояние_друг излучение результат_наблюдение
topic_1694: возможность часть общество качество развитие пример принцип основа точка_зрение интерес цель помощь условие форма новое
topic_1695: интеллектуальный_история леонард теория_игра огромный_количество мандарин франкфуртский_школа история_наука основа_современный клан социальный_иерархия важность форма_знание история_философия академический_сообщество хранитель
topic_1696: буква звук русский_язык гласный берестяной_грамота орфография ударение мягкий_согласный появление реформа мёд произношение введение точка карамзин
topic_1697: теломераза страховой_компания простой_решение группа_пациент папа_григорий поверхность_нейтронный_звезда белые_карлик реконструкция_праязык фундаментальный_взаимодействие рамка_стандартный_модель взаимодействие_частица чикагский_школа возраст_звезда полиненасыщенный_жирный_кислота артериальный_давление
topic_1698: президент_сша великий_загадка активация_нейрон положение_тело руль франклин важный_достижение часть_клетка улитка ежегодный_обзор_результат_старый око наиболее_важный_международный_награда выдающийся_научный_исследование актуальный_задача традиция_обладатель
topic_1699: гравитация общий_теория_относительность спутник скорость_свет специальный_теория_относительность физик_эмиль_ахмед закон_ньютон глонасс электродинамика рамка_курс эмиль_ахмед теория_относительность фундаментальный_физик уравнение_эйнштейн общий_теория_относительность_эйнштейн
topic_1700: идентификация приверженец современный_исследователь государственный_власть друг_случай базовый_понятие затруднение важный_компонент базовый_идея публичный_сфера самоопределение самость креативность речевой_практика массовый_культура
topic_1701: руководство пятилетка нападение германия попытка совещание польша крайний_мера военный союзник план сталин выбор фронт авиация
topic_1702: течение_десятилетие триумфальный_шествие опция стэнли_милгрэм приступ халат сонливость рацион рацион_питание долгосрочный_план стэнфордский_университет группа_пациент простой_решение соматический_клетка автомобилист
topic_1703: миссия синтетический_биология марс космос космический_программа биологический_система излучение лекарство космический_излучение космический_корабль регистрация предположение уровень_развитие космический_миссия функциональность
topic_1704: продолжительность_жизнь процесс_старение различный_вид майкл молекулярный_уровень константа процесс_развитие разный_возраст гораздо_простой практика старение этап_развитие молекулярный_механизм эволюционный_точка_зрение определённый_возраст
topic_1705: анархий принуждение лингвистика трудящийся социальный_процесс общественный_жизнь субъект неолиберализм собственник рабочий политический_институт политический_философия сторонник планета социализм
topic_1706: экономический_рост регион глобализация рост население кластеризация город компания экономист сша мера труд капитал экономика инновация
topic_1707: гипертекст фундамент класс_объект противоречащий_друг_друг звучание грамота студия разный_контекст асфальт замечательный_образ фасад боковой око близнец собака
topic_1708: молекула синтез химия органический_химия органический_соединение соединение химик лекарство вещество основание углерод органический_молекула настоящее кислота сера
topic_1709: спорт игра бог состязание ритуал религия соревнование солнце бег празднество мяч футбол бой команда множество
topic_1710: разный_направление участник_событие пение тропический_африка широкий_круг_читатель яркий_источник филиппина уотсон докинза рамка_цикл канал_нит спинтроника хантингтон конго множество_мелкий
topic_1711: грузия кавказский_язык халифат арабо теломераза культурный_влияние сирийский_язык глоссарий армения близкие_галактика банда галактический_диск маленькая_галактика белые_карлик антивещество
topic_1712: глава мировой_экономика раздел кризис учебный_пособие энергетика шок литр рецессия обзор регулирование потребление крах финансы учебник
topic_1713: бета редкость этнограф веер культурный_изменение коллекция фраза цвета различный_эпоха эпизод аксессуар торн культурный_феномен феликс наряд
topic_1714: пациент лечение терапия препарат сожаление метод_лечение применение антидепрессант психотерапия врач развитие медицина заболевание выбор большой_количество
topic_1715: социальный_система система_право социологический_наука история_социология немецкий_социолог лумать шахматист очерк американский_социолог жертвоприношение принцип_равенство обратный_движение чистый_форма социология_пространство спорт
topic_1716: синапс нейрон воспоминание память мозг ассоциация жёсткий_диск воск связь нейробиолог накопление оперативный_память информация пластичность обучение
topic_1717: аутоиммунный_заболевание кальций мазь плазматический_мембрана патогенез механизм_действие фосфорилирование разный_профессия высокий_класс реагирование лимфоцит гибель_клетка вирусный_заболевание бляшка рецептор
topic_1718: вулкан извержение магма километр остров рис тысяча извержение_вулкан лава высота пепел газ порода мантия взрыв
topic_1719: аминокислота правый хиральность асимметрия сахара состав ладонь отражение углерод молекула живой_природа половина зеркало зеркальный_отражение вершина
topic_1720: индоевропейский_язык маркер распространение популяция ден индия ближний_восток языковой_семья сходство степь народ земледелец европа языковой_разнообразие частота
topic_1721: взаимодействие порядок фрейм материальный_объект объект интеракция модус игрушка интуиция множество социальный_взаимодействие вахштайна бутылка гофман граница
topic_1722: устройство плёнка транзистор материал источник_свет органический_электроника дисплей электроника лампа освещение разработка электрод диод полевой_транзистор свет
topic_1723: значительный_часть астрология публикация настоящий_учёный поддержка стиль сборище выдающийся_открытие признание важность разряд серия конгресс широта великое
topic_1724: большой_адронный_коллайдер бак высокий_энергия физик_элементарный_частица область_физика окончательный_теория расширение_стандартный_модель некоторый_проблема ребята эдуард современный_учебник преддверие ижевск рыбак эрнст
topic_1725: политический_деятель прелесть омоним гумилев смерть_автор рекордсмен латинский_буква средневековый_история иной_мера бауман сложный_слово перс учебный_дисциплина клод_шеннон десталинизация
topic_1726: пенсия заработок развивающийся_страна взнос выплата работник бедность реформа население финансирование фактор бисмарк занятость пенсионный_обеспечение развитый_страна
topic_1727: негативный_эмоция физиологический_реакция собственный_состояние эмоциональный_состояние позитивный_эмоция фобия единый_сеть непростой_задача психиатрия кондиционер кровообращение аппетит положительный_эмоция трафик жемчужина
topic_1728: выгода принятие_решение товар операция тактика бюджет экономический_школа дружелюбие возражение спрос авторитаризм швейцария налог экономический_теория ресторан
topic_1729: дизайн дизайнер шрифт машина моррис предмет автомобиль изделие характер стиль эпоха инженер разработка устройство проявление
topic_1730: адам_смит национальный_экономика физический_пространство виртуальный_пространство четверть_век цифровой_технология бельгия низкий_показатель рецессия южный_корея дания нигерия развитие_город чикагский_школа человечность
topic_1731: миллиард звезда зона_обитаемость планет солнце планета шаровой_скопление вод шаров_скопление галактика парниковый_эффект вода земля орбита старший
topic_1732: гость метод_изучение спектрометр борода ионизация органика николаев основный_направление история_повседневность осколок атомный_бомба новый_метод огромный_масса сопровождение ранний_стадия
topic_1733: социальный_поведение провокация эволюционный_подход психологический_исследование малое_группа холостяк межличностный_общение эволюционист вундт венгрия милан собственный_имя индивидуальный_черта тард протяжение_столетие
topic_1734: ориентация кант сексуальность координата гомосексуальность цензура достаток просвещение супруга оптика ведение наказание плат политический_теория свобода_слово
topic_1735: массачусетский_технологический_институт стереотип преподаватель университетский_жизнь минимум реж неделя университетский_образование университет высокий_образование поколение братство выпускник коэн колледж
topic_1736: народ еврей эпоха христианство бог раса идеология газета славянин религия будущее национал цивилизация сила концепция
topic_1737: свойство_частица совет_директор частица_свет теломераза планковский_длина реликтовый_излучение уголок_вселенная энергия_столкновение пол_хиггс близкие_галактика миллион_светов афина антивещество синус действие_сила
topic_1738: голод чудо конец_xx апокалипсис религиоведа_ивар_максут христианский_цивилизация юг разный_страна социализм откровение гибель путешествие зима наказание доступный_наблюдение
topic_1739: чёрный_дыра горизонт дыра звезда гравитация масса_солнце теория_гравитация излучение нея объект масса излучение_хокинг астрофизик скорость_свет клубок
topic_1740: инвестиция кларк соседство конкурент бренд настрой ввп человеческий_капитал штаб третье_место сектор маркетинг ключевой_характеристика исход выполнение
topic_1741: стэнфордский_университет теломераза энтомолог группа_пациент компартмент жеребец евклидов_геометрия фундаментальный_взаимодействие линейный_уравнение правый_часть антивещество федерализм тёща культурный_влияние ядерный_сила
topic_1742: различный_площадка узел исследователь сеть эго страница метрика сообщение пользователь новость электронный_почта список анализ социальный_сеть интернет
topic_1743: двойной_спираль типичный_ситуация тип_поведение информационный_общество высокий_доля большой_потомство волков полиненасыщенный_жирный_кислота деформация морской_отложение теломераза пестицид домик энтомолог двойной_спираль_днк
topic_1744: двойной_система ярка огромный_прогресс эффективный_препарат свойство_частица возраст_звезда квадратный_сантиметр газовый_гигант белые_карлик энергия_столкновение частица_свет институт_ядерный_физика тяжёлый_ядро спутник_планета масса_порядок
topic_1745: развитие_ребёнок роды беременность курение интервенция контрольный_группа балл сверстник социальный_навык медицинский_помощь младенчество социальный_поддержка совершеннолетие когнитивный_сфера средний_школа
topic_1746: скорость_движение скопление численный_моделирование ударный_волна реликтовый_излучение миллион_светов млечный_путь обычный_материя диск_галактика тёмный_материя тысяча_галактика ранний_эпоха крупный_телескоп карликовый_галактика спектральный_линия
topic_1747: теломераза прогрессия имянаречение папа_григорий жеребец группа_пациент культурный_влияние близкие_галактика количество_клетка компартмент реконструкция_праязык частица_свет лёгкое_кварк энтомолог фундаментальный_взаимодействие
topic_1748: теломераза механизм_защита режим_реальный количество_клетка полиненасыщенный_жирный_кислота лейкоз лабораторный_культура юный_возраст разный_категория имянаречение вредный_мутация графит близкие_галактика наркомания возраст_звезда
topic_1749: араб ислам мухаммед коран мусульманин богослов борьба племя имам христиана пророк иран усилие халиф арабский_язык
topic_1750: научный_революция революция кун ход физика парадигма классический_наука галилей коперник ньютон трансформация научный_исследование появление идеал учебник
topic_1751: структура_белок спид триллион кассета колония выращивание дифракция метод_молекулярный надёжность стекло гель одиночный_молекула испарение совместный_исследование мусор
topic_1752: кризис рост земеля потребление огонь этап пища данил биологический_вид экологический_кризис человеческий_общество новый_уровень вызов перемена минута
topic_1753: сельский_хозяйство изготовление южный_корея рельеф продовольствие вредитель убыток река заражение корма инсектицид фербер брожение сельскохозяйственный_культура поголовье
topic_1754: прикладной_исследование омоложение основной_механизм теломераза древо_жизнь человеческий_глаз национальный_центр молодая_специалист теоретический_построение группа_пациент вредный_мутация возбудимость культурный_влияние рамка_стандартный_модель полиненасыщенный_жирный_кислота
topic_1755: заявка теломераза полиненасыщенный_жирный_кислота количество_клетка исследование_кинематограф столбовой_дорога энергия_столкновение компартмент тарантино фундаментальный_взаимодействие белые_карлик возраст_звезда жеребец лёгкое_кварк артериальный_давление
topic_1756: категория ответственность директор_центр ранхигс обладание фаза прямая следствие столетие окно право натура поддержание интересный_вопрос субъект
topic_1757: толща билингва посещение путём_создание глагольный_форма тип_знание личностный_характеристика онтогенез выпадение суп одноклассник одежда словоформа исчерпание слушание
topic_1758: объединение европейский_союз интеграция формирование ес член взаимодействие европа институт союз регион сообщество участница развитие опыт
topic_1759: молекулярный_биология конгломерат лекарство психический_заболевание большой_ошибка предосторожность биохимия джеймс_уотсон рак_молочный_железа раковый_клетка плохой_ген иной_вид ругательство важный_процесс сильный_сторона
topic_1760: интерпретация гамлет пьеса шекспир театр спектакль глобус толпа читатель зритель публика воплощение десятилетие русский_культура ремесленник
topic_1761: обработка геном_бактерия рекомбинация человеческий_мозг программирование ключевой_момент картирование крейг множество_новый качество_жизнь развитие_мозг мощность_компьютер зрительный_образ изменение_окружающий молекулярный_генетик
topic_1762: естественный_язык искусственный_язык прилагательное венера избыточность алфавит согласование длина некоторый_язык океания ангел грамматика переходный_глагол грамматик николай_гумилев
topic_1763: рудольф простой_вещь подробность система_перевод описание_язык система_машинный_перевод современный_представление классический_книга ландау жизнь_звезда физический_основа большой_потенциал внутренний_строение трек чандрасекар
topic_1764: полицейский браун обыск просьба намерение высказывание интонация приказ контекст подсудимый фраза фрейм прецедент прагматик лингвистика
topic_1765: светов современный_метод диапазон двумерный_поверхность обработка сложный_случай десятка_тысяча жёсткость летний_история совместный_работа ученица широкий_класс космос объектив половина_xix_век
topic_1766: грунт окаменелость свалка биосфера_земля ил река хороший_качество низка_температура питие сброс средний_температура участок_земля первое_курс гербицид деструкция
topic_1767: лечение_болезнь теломераза группа_пациент увеличение_энергия тёща планковский_длина поверхность_нейтронный_звезда культурный_влияние современный_школьник юный_возраст темп_расширение_вселенная взаимодействие_частица теория_квантовый_гравитация наркомания большой_потомство
topic_1768: квантовый_теория_поль квантовый_механика квантовый_механик большой_адронный_коллайдер американский_физик конечный_число формализм квантовый_поль точечный_частица четырехмерный_пространство новый_симметрия современный_язык стрелка физический_точка_зрение квантовый_теория
topic_1769: нервный_клетка синтез_белок нейрофизиология молекула_память передача_информация медиатор молекулярный_механизм физиолог ход_исследование процесс_обучение нервный_система белок белковый_молекула молекулярный_система порождение
topic_1770: ивар_максут теория_большой_взрыв функция_белок кровопускание академический_жизнь славой_жижек народный_культура тип_галактика кардиология положительный_отзыв ложь сверхчеловек религиозный_жизнь диагностика причастность
topic_1771: право социология_право волков рамка социология юриспруденция судья правоприменение эрлихо эмпирический_исследование статут судно суд криминология хрестоматия
topic_1772: выпуск социология уверенность маркетинг несправедливость голос маршал социальный_лифт общежитие социальный_жизнь тупик социологический_исследование высокий_школа_экономика прогноз машинка
topic_1773: группа_население определённый_роль форма_социальный_организация аравийский_полуостров прибытие житие оплот ранний_земледелец холостяк гватемала некоторый_место жеребец прерогатива древний_цивилизация ранний_история
topic_1774: полушарие выживание предок функция тысяча голова восприятие размер_мозг климат обучение миллион уровень_интеллект инструктор кора_головной_мозг учитель
topic_1775: химический_процесс лиганд количество_информация диссоциация рычаг_управление средний_количество твёрдый_вещество огромный_число инвентарь гласный_звук мостик артикуляция согласный_звук начальный_уровень полисахарид
topic_1776: маленькая_расстояние закон_механика предельный_случай отрицательный_энергия рецептор летучий_мышь частица_свет папа_григорий аналогичный_проблема энтомолог теломераза небольшой_отступление артерия антипротон источник_питание
topic_1777: участник разрешение доля корпорация тупик рассмотрение сочетание ликвидация компания юридический_лицо кузнецов рф интерес_общество нарушение выплата
topic_1778: клинический_испытание увеличение_продолжительность_жизнь онкологический_заболевание долголетие генный_терапия ингибитор лечение_рак здравоохранение сосудистый_заболевание актуальный_тема популяризация_научный_знание ряд_проблема высокий_вероятность население_планета сигнальный_путь
topic_1779: организм программа концентрация эволюция лаборатория пчела живой_организм эмбриогенез зависимость коллега применение активация алгоритм гормон разработка
topic_1780: хромосома мутация болезнь микротрубочка репликация наследственный_болезнь половый_клетка геном молекула_днк цитоскелет синдром_даун днк гемофилия заболевание мама
topic_1781: африка тысячелетие ветвь язык_африка пигмей лексика беликов человеческий_язык предок континент бант конго африканский_континент природный_объект великое
topic_1782: атмосфера градус парниковый_эффект температура углекислый_газа глобальный_потепление циркуляция газ диапазон парниковый_газ станция концентрация поток средний_температура водяной_пара
topic_1783: сбой интуиция политический_решение нравственность особый_значение спорт конкретный_ситуация швейцария физиологический_потребность подача_материал конструкт удовлетворение_потребность опухолевый_клетка паттерн фербер
topic_1784: восточный_европа италия строительство часовня архитектор король подход история_искусство искусство стиль итальянец диффузия польша влияние резиденция
topic_1785: терминология альтернативный_подход заложник периодичность приписывание объективация здравоохранение судно история_болезнь эволюционный_подход язык_жест конкретный_эпизод исследование_искусственный_интеллект мониторинг создание_искусственный_интеллект
topic_1786: конференция суперсимметрия журнал физика молодая теоретик бозон_хиггс неделя запад открытие препринт математика голова экспериментатор математический_наука
topic_1787: остров крепость форт корабль араб сын экспедиция индия благовоние король султан дерево камень остаток башня
topic_1788: жертва убийство советский_союз конец_свет убийца захват столкновение враждебность тесный_связь авторство рейд буря вильсон важный_вывод полевой_исследование
topic_1789: тело ощущение классификация основание воздействие активность рецептор физиолог первое обоняние эмоциональный_окраска вундт кружка сознание сведение
topic_1790: исторический_момент кафе балансирование городской_сообщество группа_пациент теломераза стэнфордский_университет долгосрочный_план медиум банда мировой_система чикагский_школа виртуальный_пространство простой_решение тёща
topic_1791: грек народ скиф предание восток территория греция путешествие север путь грузия причерноморье константинополь варяг поселение
topic_1792: анекдот сатана христианство ислам бог магия поклонение религия текст организация библия медичи ангел грех идеал
topic_1793: еврей лагерь труп лагерь_смерть советский_союз территория пепел большинство ров третье_рейх жертва восстание документ холокост письмо
topic_1794: добродетель мужество солженицын этика субъект крик потребность дар совесть порок польза действие соотношение мера эпоха
topic_1795: макрофаг клеточный_деление миокард хрящ лимит плазма_кровь балансирование хирург биологический_факультет семестр механизм_защита огромный_прогресс штраус определённый_размер перевозчик
topic_1796: промышленность освобождение человеческий_капитал стратегия_развитие городской_развитие манёвр определённый_перспектива теория_принятие_решение ипостась кабинет канава разный_стратегия крупный_город соблюдение политический_партия
